id,name,firstName,lastName,party,state,district,chamber,title,url,inOffice,lastUpdated
M001222,"Miller, Max L.",Max L.,Miller,Republican,Ohio,7,House of Representatives,Representative,https://api.congress.gov/v3/member/M001222?format=json,True,2025-07-29T19:11:01.486945
L000599,"Lawler, Michael",Michael,Lawler,Republican,New York,17,House of Representatives,Representative,https://api.congress.gov/v3/member/L000599?format=json,True,2025-07-29T19:11:01.486948
L000600,"Langworthy, Nicholas A.",Nicholas A.,Langworthy,Republican,New York,23,House of Representatives,Representative,https://api.congress.gov/v3/member/L000600?format=json,True,2025-07-29T19:11:01.486951
L000601,"Landsman, Greg",Greg,Landsman,Democratic,Ohio,1,House of Representatives,Representative,https://api.congress.gov/v3/member/L000601?format=json,True,2025-07-29T19:11:01.486953
R000579,"Ryan, Patrick",Patrick,Ryan,Democratic,New York,18,House of Representatives,Representative,https://api.congress.gov/v3/member/R000579?format=json,True,2025-07-29T19:11:01.486956
C001126,"Carey, Mike",Mike,Carey,Republican,Ohio,15,House of Representatives,Representative,https://api.congress.gov/v3/member/C001126?format=json,True,2025-07-29T19:11:01.486959
B001313,"Brown, Shontel M.",Shontel M.,Brown,Democratic,Ohio,11,House of Representatives,Representative,https://api.congress.gov/v3/member/B001313?format=json,True,2025-07-29T19:11:01.486961
T000486,"Torres, Ritchie",Ritchie,Torres,Democratic,New York,15,House of Representatives,Representative,https://api.congress.gov/v3/member/T000486?format=json,True,2025-07-29T19:11:01.486964
O000172,"Ocasio-Cortez, Alexandria",Alexandria,Ocasio-Cortez,Democratic,New York,14,House of Representatives,Representative,https://api.congress.gov/v3/member/O000172?format=json,True,2025-07-29T19:11:01.486967
M001206,"Morelle, Joseph D.",Joseph D.,Morelle,Democratic,New York,25,House of Representatives,Representative,https://api.congress.gov/v3/member/M001206?format=json,True,2025-07-29T19:11:01.486970
B001306,"Balderson, Troy",Troy,Balderson,Republican,Ohio,12,House of Representatives,Representative,https://api.congress.gov/v3/member/B001306?format=json,True,2025-07-29T19:11:01.486972
T000478,"Tenney, Claudia",Claudia,Tenney,Republican,New York,24,House of Representatives,Representative,https://api.congress.gov/v3/member/T000478?format=json,True,2025-07-29T19:11:01.486977
E000297,"Espaillat, Adriano",Adriano,Espaillat,Democratic,New York,13,House of Representatives,Representative,https://api.congress.gov/v3/member/E000297?format=json,True,2025-07-29T19:11:01.486979
D000626,"Davidson, Warren",Warren,Davidson,Republican,Ohio,8,House of Representatives,Representative,https://api.congress.gov/v3/member/D000626?format=json,True,2025-07-29T19:11:01.486982
S001196,"Stefanik, Elise M.",Elise M.,Stefanik,Republican,New York,21,House of Representatives,Representative,https://api.congress.gov/v3/member/S001196?format=json,True,2025-07-29T19:11:01.486985
J000295,"Joyce, David P.",David P.,Joyce,Republican,Ohio,14,House of Representatives,Representative,https://api.congress.gov/v3/member/J000295?format=json,True,2025-07-29T19:11:01.486987
B001281,"Beatty, Joyce",Joyce,Beatty,Democratic,Ohio,3,House of Representatives,Representative,https://api.congress.gov/v3/member/B001281?format=json,True,2025-07-29T19:11:01.486990
L000566,"Latta, Robert E.",Robert E.,Latta,Republican,Ohio,5,House of Representatives,Representative,https://api.congress.gov/v3/member/L000566?format=json,True,2025-07-29T19:11:01.486993
J000289,"Jordan, Jim",Jim,Jordan,Republican,Ohio,4,House of Representatives,Representative,https://api.congress.gov/v3/member/J000289?format=json,True,2025-07-29T19:11:01.486996
T000469,"Tonko, Paul",Paul,Tonko,Democratic,New York,20,House of Representatives,Representative,https://api.congress.gov/v3/member/T000469?format=json,True,2025-07-29T19:11:01.486998
N000002,"Nadler, Jerrold",Jerrold,Nadler,Democratic,New York,12,House of Representatives,Representative,https://api.congress.gov/v3/member/N000002?format=json,True,2025-07-29T19:11:01.487003
T000463,"Turner, Michael R.",Michael R.,Turner,Republican,Ohio,10,House of Representatives,Representative,https://api.congress.gov/v3/member/T000463?format=json,True,2025-07-29T19:11:01.487005
K000009,"Kaptur, Marcy",Marcy,Kaptur,Democratic,Ohio,9,House of Representatives,Representative,https://api.congress.gov/v3/member/K000009?format=json,True,2025-07-29T19:11:01.487008
P000621,"Pou, Nellie",Nellie,Pou,Democratic,New Jersey,9,House of Representatives,Representative,https://api.congress.gov/v3/member/P000621?format=json,True,2025-07-29T19:11:01.487011
G000604,"Goodlander, Maggie",Maggie,Goodlander,Democratic,New Hampshire,2,House of Representatives,Representative,https://api.congress.gov/v3/member/G000604?format=json,True,2025-07-29T19:11:01.487014
G000602,"Gillen, Laura",Laura,Gillen,Democratic,New York,4,House of Representatives,Representative,https://api.congress.gov/v3/member/G000602?format=json,True,2025-07-29T19:11:01.487016
C001136,"Conaway, Herbert C.",Herbert C.,Conaway,Democratic,New Jersey,3,House of Representatives,Representative,https://api.congress.gov/v3/member/C001136?format=json,True,2025-07-29T19:11:01.487019
V000136,"Vasquez, Gabe",Gabe,Vasquez,Democratic,New Mexico,2,House of Representatives,Representative,https://api.congress.gov/v3/member/V000136?format=json,True,2025-07-29T19:11:01.487022
L000598,"LaLota, Nick",Nick,LaLota,Republican,New York,1,House of Representatives,Representative,https://api.congress.gov/v3/member/L000598?format=json,True,2025-07-29T19:11:01.487024
K000398,"Kean, Thomas H.",Thomas H.,Kean,Republican,New Jersey,7,House of Representatives,Representative,https://api.congress.gov/v3/member/K000398?format=json,True,2025-07-29T19:11:01.487027
G000599,"Goldman, Daniel S.",Daniel S.,Goldman,Democratic,New York,10,House of Representatives,Representative,https://api.congress.gov/v3/member/G000599?format=json,True,2025-07-29T19:11:01.487030
S001218,"Stansbury, Melanie A.",Melanie A.,Stansbury,Democratic,New Mexico,1,House of Representatives,Representative,https://api.congress.gov/v3/member/S001218?format=json,True,2025-07-29T19:11:01.487032
M000317,"Malliotakis, Nicole",Nicole,Malliotakis,Republican,New York,11,House of Representatives,Representative,https://api.congress.gov/v3/member/M000317?format=json,True,2025-07-29T19:11:01.487037
L000273,"Leger Fernandez, Teresa",Teresa,Leger Fernandez,Democratic,New Mexico,3,House of Representatives,Representative,https://api.congress.gov/v3/member/L000273?format=json,True,2025-07-29T19:11:01.487039
G000597,"Garbarino, Andrew R.",Andrew R.,Garbarino,Republican,New York,2,House of Representatives,Representative,https://api.congress.gov/v3/member/G000597?format=json,True,2025-07-29T19:11:01.487042
L000590,"Lee, Susie",Susie,Lee,Democratic,Nevada,3,House of Representatives,Representative,https://api.congress.gov/v3/member/L000590?format=json,True,2025-07-29T19:11:01.487045
S001207,"Sherrill, Mikie",Mikie,Sherrill,Democratic,New Jersey,11,House of Representatives,Representative,https://api.congress.gov/v3/member/S001207?format=json,True,2025-07-29T19:11:01.487047
V000133,"Van Drew, Jefferson",Jefferson,Van Drew,Republican,New Jersey,2,House of Representatives,Representative,https://api.congress.gov/v3/member/V000133?format=json,True,2025-07-29T19:11:01.487050
P000614,"Pappas, Chris",Chris,Pappas,Democratic,New Hampshire,1,House of Representatives,Representative,https://api.congress.gov/v3/member/P000614?format=json,True,2025-07-29T19:11:01.487053
S001201,"Suozzi, Thomas R.",Thomas R.,Suozzi,Democratic,New York,3,House of Representatives,Representative,https://api.congress.gov/v3/member/S001201?format=json,True,2025-07-29T19:11:01.487055
G000583,"Gottheimer, Josh",Josh,Gottheimer,Democratic,New Jersey,5,House of Representatives,Representative,https://api.congress.gov/v3/member/G000583?format=json,True,2025-07-29T19:11:01.487058
W000822,"Watson Coleman, Bonnie",Bonnie,Watson Coleman,Democratic,New Jersey,12,House of Representatives,Representative,https://api.congress.gov/v3/member/W000822?format=json,True,2025-07-29T19:11:01.487061
N000188,"Norcross, Donald",Donald,Norcross,Democratic,New Jersey,1,House of Representatives,Representative,https://api.congress.gov/v3/member/N000188?format=json,True,2025-07-29T19:11:01.487063
J000294,"Jeffries, Hakeem S.",Hakeem S.,Jeffries,Democratic,New York,8,House of Representatives,Representative,https://api.congress.gov/v3/member/J000294?format=json,True,2025-07-29T19:11:01.487066
M001188,"Meng, Grace",Grace,Meng,Democratic,New York,6,House of Representatives,Representative,https://api.congress.gov/v3/member/M001188?format=json,True,2025-07-29T19:11:01.487069
H001066,"Horsford, Steven",Steven,Horsford,Democratic,Nevada,4,House of Representatives,Representative,https://api.congress.gov/v3/member/H001066?format=json,True,2025-07-29T19:11:01.487072
A000369,"Amodei, Mark E.",Mark E.,Amodei,Republican,Nevada,2,House of Representatives,Representative,https://api.congress.gov/v3/member/A000369?format=json,True,2025-07-29T19:11:01.487074
C001067,"Clarke, Yvette D.",Yvette D.,Clarke,Democratic,New York,9,House of Representatives,Representative,https://api.congress.gov/v3/member/C001067?format=json,True,2025-07-29T19:11:01.487077
T000468,"Titus, Dina",Dina,Titus,Democratic,Nevada,1,House of Representatives,Representative,https://api.congress.gov/v3/member/T000468?format=json,True,2025-07-29T19:11:01.487080
P000034,"Pallone, Frank",Frank,Pallone,Democratic,New Jersey,6,House of Representatives,Representative,https://api.congress.gov/v3/member/P000034?format=json,True,2025-07-29T19:11:01.487082
M001137,"Meeks, Gregory W.",Gregory W.,Meeks,Democratic,New York,5,House of Representatives,Representative,https://api.congress.gov/v3/member/M001137?format=json,True,2025-07-29T19:11:01.487085
V000081,"Velázquez, Nydia M.",Nydia M.,Velázquez,Democratic,New York,7,House of Representatives,Representative,https://api.congress.gov/v3/member/V000081?format=json,True,2025-07-29T19:11:01.487088
S000522,"Smith, Christopher H.",Christopher H.,Smith,Republican,New Jersey,4,House of Representatives,Representative,https://api.congress.gov/v3/member/S000522?format=json,True,2025-07-29T19:11:01.487091
M001240,"McDowell, Addison P.",Addison P.,McDowell,Republican,North Carolina,6,House of Representatives,Representative,https://api.congress.gov/v3/member/M001240?format=json,True,2025-07-29T19:11:01.487093
M001236,"Moore, Tim",Tim,Moore,Republican,North Carolina,14,House of Representatives,Representative,https://api.congress.gov/v3/member/M001236?format=json,True,2025-07-29T19:11:01.487098
K000405,"Knott, Brad",Brad,Knott,Republican,North Carolina,13,House of Representatives,Representative,https://api.congress.gov/v3/member/K000405?format=json,True,2025-07-29T19:11:01.487101
H001102,"Harris, Mark",Mark,Harris,Republican,North Carolina,8,House of Representatives,Representative,https://api.congress.gov/v3/member/H001102?format=json,True,2025-07-29T19:11:01.487103
H001101,"Harrigan, Pat",Pat,Harrigan,Republican,North Carolina,10,House of Representatives,Representative,https://api.congress.gov/v3/member/H001101?format=json,True,2025-07-29T19:11:01.487106
F000482,"Fedorchak, Julie",Julie,Fedorchak,Republican,North Dakota,,House of Representatives,Representative,https://api.congress.gov/v3/member/F000482?format=json,True,2025-07-29T19:11:01.487108
E000246,"Edwards, Chuck",Chuck,Edwards,Republican,North Carolina,11,House of Representatives,Representative,https://api.congress.gov/v3/member/E000246?format=json,True,2025-07-29T19:11:01.487111
F000474,"Flood, Mike",Mike,Flood,Republican,Nebraska,1,House of Representatives,Representative,https://api.congress.gov/v3/member/F000474?format=json,True,2025-07-29T19:11:01.487114
B001298,"Bacon, Don",Don,Bacon,Republican,Nebraska,2,House of Representatives,Representative,https://api.congress.gov/v3/member/B001298?format=json,True,2025-07-29T19:11:01.487116
R000603,"Rouzer, David",David,Rouzer,Republican,North Carolina,7,House of Representatives,Representative,https://api.congress.gov/v3/member/R000603?format=json,True,2025-07-29T19:11:01.487119
A000370,"Adams, Alma S.",Alma S.,Adams,Democratic,North Carolina,12,House of Representatives,Representative,https://api.congress.gov/v3/member/A000370?format=json,True,2025-07-29T19:11:01.487122
H001067,"Hudson, Richard",Richard,Hudson,Republican,North Carolina,9,House of Representatives,Representative,https://api.congress.gov/v3/member/H001067?format=json,True,2025-07-29T19:11:01.487124
S001172,"Smith, Adrian",Adrian,Smith,Republican,Nebraska,3,House of Representatives,Representative,https://api.congress.gov/v3/member/S001172?format=json,True,2025-07-29T19:11:01.487127
F000450,"Foxx, Virginia",Virginia,Foxx,Republican,North Carolina,5,House of Representatives,Representative,https://api.congress.gov/v3/member/F000450?format=json,True,2025-07-29T19:11:01.487129
O000177,"Onder, Robert F.",Robert F.,Onder,Republican,Missouri,3,House of Representatives,Representative,https://api.congress.gov/v3/member/O000177?format=json,True,2025-07-29T19:11:01.487132
M001234,"Morrison, Kelly",Kelly,Morrison,Democratic,Minnesota,3,House of Representatives,Representative,https://api.congress.gov/v3/member/M001234?format=json,True,2025-07-29T19:11:01.487135
K000404,"King-Hinds, Kimberlyn",Kimberlyn,King-Hinds,Republican,Northern Mariana Islands,,House of Representatives,Representative,https://api.congress.gov/v3/member/K000404?format=json,True,2025-07-29T19:11:01.487137
D000634,"Downing, Troy",Troy,Downing,Republican,Montana,2,House of Representatives,Representative,https://api.congress.gov/v3/member/D000634?format=json,True,2025-07-29T19:11:01.487140
B001324,"Bell, Wesley",Wesley,Bell,Democratic,Missouri,1,House of Representatives,Representative,https://api.congress.gov/v3/member/B001324?format=json,True,2025-07-29T19:11:01.487143
J000307,"James, John",John,James,Republican,Michigan,10,House of Representatives,Representative,https://api.congress.gov/v3/member/J000307?format=json,True,2025-07-29T19:11:01.487148
E000235,"Ezell, Mike",Mike,Ezell,Republican,Mississippi,4,House of Representatives,Representative,https://api.congress.gov/v3/member/E000235?format=json,True,2025-07-29T19:11:01.487151
D000230,"Davis, Donald G.",Donald G.,Davis,Democratic,North Carolina,1,House of Representatives,Representative,https://api.congress.gov/v3/member/D000230?format=json,True,2025-07-29T19:11:01.487153
B001316,"Burlison, Eric",Eric,Burlison,Republican,Missouri,7,House of Representatives,Representative,https://api.congress.gov/v3/member/B001316?format=json,True,2025-07-29T19:11:01.487158
A000379,"Alford, Mark",Mark,Alford,Republican,Missouri,4,House of Representatives,Representative,https://api.congress.gov/v3/member/A000379?format=json,True,2025-07-29T19:11:01.487161
F000475,"Finstad, Brad",Brad,Finstad,Republican,Minnesota,1,House of Representatives,Representative,https://api.congress.gov/v3/member/F000475?format=json,True,2025-07-29T19:11:01.487164
R000305,"Ross, Deborah K.",Deborah K.,Ross,Democratic,North Carolina,2,House of Representatives,Representative,https://api.congress.gov/v3/member/R000305?format=json,True,2025-07-29T19:11:01.487167
F000470,"Fischbach, Michelle",Michelle,Fischbach,Republican,Minnesota,7,House of Representatives,Representative,https://api.congress.gov/v3/member/F000470?format=json,True,2025-07-29T19:11:01.487170
M001210,"Murphy, Gregory F.",Gregory F.,Murphy,Republican,North Carolina,3,House of Representatives,Representative,https://api.congress.gov/v3/member/M001210?format=json,True,2025-07-29T19:11:01.487172
G000591,"Guest, Michael",Michael,Guest,Republican,Mississippi,3,House of Representatives,Representative,https://api.congress.gov/v3/member/G000591?format=json,True,2025-07-29T19:11:01.487175
S001212,"Stauber, Pete",Pete,Stauber,Republican,Minnesota,8,House of Representatives,Representative,https://api.congress.gov/v3/member/S001212?format=json,True,2025-07-29T19:11:01.487178
O000173,"Omar, Ilhan",Ilhan,Omar,Democratic,Minnesota,5,House of Representatives,Representative,https://api.congress.gov/v3/member/O000173?format=json,True,2025-07-29T19:11:01.487180
C001119,"Craig, Angie",Angie,Craig,Democratic,Minnesota,2,House of Representatives,Representative,https://api.congress.gov/v3/member/C001119?format=json,True,2025-07-29T19:11:01.487183
T000481,"Tlaib, Rashida",Rashida,Tlaib,Democratic,Michigan,12,House of Representatives,Representative,https://api.congress.gov/v3/member/T000481?format=json,True,2025-07-29T19:11:01.487185
S001215,"Stevens, Haley M.",Haley M.,Stevens,Democratic,Michigan,11,House of Representatives,Representative,https://api.congress.gov/v3/member/S001215?format=json,True,2025-07-29T19:11:01.487188
K000388,"Kelly, Trent",Trent,Kelly,Republican,Mississippi,1,House of Representatives,Representative,https://api.congress.gov/v3/member/K000388?format=json,True,2025-07-29T19:11:01.487191
Z000018,"Zinke, Ryan K.",Ryan K.,Zinke,Republican,Montana,1,House of Representatives,Representative,https://api.congress.gov/v3/member/Z000018?format=json,True,2025-07-29T19:11:01.487193
E000294,"Emmer, Tom",Tom,Emmer,Republican,Minnesota,6,House of Representatives,Representative,https://api.congress.gov/v3/member/E000294?format=json,True,2025-07-29T19:11:01.487196
W000812,"Wagner, Ann",Ann,Wagner,Republican,Missouri,2,House of Representatives,Representative,https://api.congress.gov/v3/member/W000812?format=json,True,2025-07-29T19:11:01.487199
S001195,"Smith, Jason",Jason,Smith,Republican,Missouri,8,House of Representatives,Representative,https://api.congress.gov/v3/member/S001195?format=json,True,2025-07-29T19:11:01.487202
T000193,"Thompson, Bennie G.",Bennie G.,Thompson,Democratic,Mississippi,2,House of Representatives,Representative,https://api.congress.gov/v3/member/T000193?format=json,True,2025-07-29T19:11:01.487204
