id,name,firstName,lastName,party,state,district,chamber,title,url,inOffice,lastUpdated
N000189,"Newhouse, Dan",Dan,Newhouse,Republican,Washington,4,House of Representatives,Representative,https://api.congress.gov/v3/member/N000189?format=json,True,2025-07-30T04:06:25.436325
P000610,"Plaskett, Stacey E.",Stacey E.,Plaskett,Democratic,Virgin Islands,,House of Representatives,Representative,https://api.congress.gov/v3/member/P000610?format=json,True,2025-07-30T04:06:25.436327
P000607,"Pocan, Mark",Mark,Pocan,Democratic,Wisconsin,2,House of Representatives,Representative,https://api.congress.gov/v3/member/P000607?format=json,True,2025-07-30T04:06:25.436330
D000617,"DelBene, Suzan K.",Suzan K.,DelBene,Democratic,Washington,1,House of Representatives,Representative,https://api.congress.gov/v3/member/D000617?format=json,True,2025-07-30T04:06:25.436333
S000510,"Smith, Adam",Adam,Smith,Democratic,Washington,9,House of Representatives,Representative,https://api.congress.gov/v3/member/S000510?format=json,True,2025-07-30T04:06:25.436335
M001160,"Moore, Gwen",Gwen,Moore,Democratic,Wisconsin,4,House of Representatives,Representative,https://api.congress.gov/v3/member/M001160?format=json,True,2025-07-30T04:06:25.436338
L000560,"Larsen, Rick",Rick,Larsen,Democratic,Washington,2,House of Representatives,Representative,https://api.congress.gov/v3/member/L000560?format=json,True,2025-07-30T04:06:25.436341
V000138,"Vindman, Eugene Simon",Eugene Simon,Vindman,Democratic,Virginia,7,House of Representatives,Representative,https://api.congress.gov/v3/member/V000138?format=json,True,2025-07-30T04:06:25.436343
S001230,"Subramanyam, Suhas",Suhas,Subramanyam,Democratic,Virginia,10,House of Representatives,Representative,https://api.congress.gov/v3/member/S001230?format=json,True,2025-07-30T04:06:25.436346
M001239,"McGuire, John J.",John J.,McGuire,Republican,Virginia,5,House of Representatives,Representative,https://api.congress.gov/v3/member/M001239?format=json,True,2025-07-30T04:06:25.436349
K000403,"Kennedy, Mike",Mike,Kennedy,Republican,Utah,3,House of Representatives,Representative,https://api.congress.gov/v3/member/K000403?format=json,True,2025-07-30T04:06:25.436352
J000310,"Johnson, Julie",Julie,Johnson,Democratic,Texas,32,House of Representatives,Representative,https://api.congress.gov/v3/member/J000310?format=json,True,2025-07-30T04:06:25.436354
G000603,"Gill, Brandon",Brandon,Gill,Republican,Texas,26,House of Representatives,Representative,https://api.congress.gov/v3/member/G000603?format=json,True,2025-07-30T04:06:25.436357
M001228,"Maloy, Celeste",Celeste,Maloy,Republican,Utah,2,House of Representatives,Representative,https://api.congress.gov/v3/member/M001228?format=json,True,2025-07-30T04:06:25.436364
M001227,"McClellan, Jennifer L.",Jennifer L.,McClellan,Democratic,Virginia,4,House of Representatives,Representative,https://api.congress.gov/v3/member/M001227?format=json,True,2025-07-30T04:06:25.436367
K000399,"Kiggans, Jennifer A.",Jennifer A.,Kiggans,Republican,Virginia,2,House of Representatives,Representative,https://api.congress.gov/v3/member/K000399?format=json,True,2025-07-30T04:06:25.436370
H001095,"Hunt, Wesley",Wesley,Hunt,Republican,Texas,38,House of Representatives,Representative,https://api.congress.gov/v3/member/H001095?format=json,True,2025-07-30T04:06:25.436400
C001130,"Crockett, Jasmine",Jasmine,Crockett,Democratic,Texas,30,House of Representatives,Representative,https://api.congress.gov/v3/member/C001130?format=json,True,2025-07-30T04:06:25.436406
C001131,"Casar, Greg",Greg,Casar,Democratic,Texas,35,House of Representatives,Representative,https://api.congress.gov/v3/member/C001131?format=json,True,2025-07-30T04:06:25.436412
V000134,"Van Duyne, Beth",Beth,Van Duyne,Republican,Texas,24,House of Representatives,Representative,https://api.congress.gov/v3/member/V000134?format=json,True,2025-07-30T04:06:25.436414
O000086,"Owens, Burgess",Burgess,Owens,Republican,Utah,4,House of Representatives,Representative,https://api.congress.gov/v3/member/O000086?format=json,True,2025-07-30T04:06:25.436418
N000026,"Nehls, Troy E.",Troy E.,Nehls,Republican,Texas,22,House of Representatives,Representative,https://api.congress.gov/v3/member/N000026?format=json,True,2025-07-30T04:06:25.436420
M001213,"Moore, Blake D.",Blake D.,Moore,Republican,Utah,1,House of Representatives,Representative,https://api.congress.gov/v3/member/M001213?format=json,True,2025-07-30T04:06:25.436423
G000594,"Gonzales, Tony",Tony,Gonzales,Republican,Texas,23,House of Representatives,Representative,https://api.congress.gov/v3/member/G000594?format=json,True,2025-07-30T04:06:25.436426
C001118,"Cline, Ben",Ben,Cline,Republican,Virginia,6,House of Representatives,Representative,https://api.congress.gov/v3/member/C001118?format=json,True,2025-07-30T04:06:25.436429
G000587,"Garcia, Sylvia R.",Sylvia R.,Garcia,Democratic,Texas,29,House of Representatives,Representative,https://api.congress.gov/v3/member/G000587?format=json,True,2025-07-30T04:06:25.436432
R000614,"Roy, Chip",Chip,Roy,Republican,Texas,21,House of Representatives,Representative,https://api.congress.gov/v3/member/R000614?format=json,True,2025-07-30T04:06:25.436434
C001115,"Cloud, Michael",Michael,Cloud,Republican,Texas,27,House of Representatives,Representative,https://api.congress.gov/v3/member/C001115?format=json,True,2025-07-30T04:06:25.436437
G000581,"Gonzalez, Vicente",Vicente,Gonzalez,Democratic,Texas,34,House of Representatives,Representative,https://api.congress.gov/v3/member/G000581?format=json,True,2025-07-30T04:06:25.436440
B001292,"Beyer, Donald S.",Donald S.,Beyer,Democratic,Virginia,8,House of Representatives,Representative,https://api.congress.gov/v3/member/B001292?format=json,True,2025-07-30T04:06:25.436442
B001291,"Babin, Brian",Brian,Babin,Republican,Texas,36,House of Representatives,Representative,https://api.congress.gov/v3/member/B001291?format=json,True,2025-07-30T04:06:25.436445
V000131,"Veasey, Marc A.",Marc A.,Veasey,Democratic,Texas,33,House of Representatives,Representative,https://api.congress.gov/v3/member/V000131?format=json,True,2025-07-30T04:06:25.436448
W000816,"Williams, Roger",Roger,Williams,Republican,Texas,25,House of Representatives,Representative,https://api.congress.gov/v3/member/W000816?format=json,True,2025-07-30T04:06:25.436451
W000804,"Wittman, Robert J.",Robert J.,Wittman,Republican,Virginia,1,House of Representatives,Representative,https://api.congress.gov/v3/member/W000804?format=json,True,2025-07-30T04:06:25.436454
G000568,"Griffith, H. Morgan",H. Morgan,Griffith,Republican,Virginia,9,House of Representatives,Representative,https://api.congress.gov/v3/member/G000568?format=json,True,2025-07-30T04:06:25.436458
S000185,"Scott, Robert C. ""Bobby""","Robert C. ""Bobby""",Scott,Democratic,Virginia,3,House of Representatives,Representative,https://api.congress.gov/v3/member/S000185?format=json,True,2025-07-30T04:06:25.436461
C001063,"Cuellar, Henry",Henry,Cuellar,Democratic,Texas,28,House of Representatives,Representative,https://api.congress.gov/v3/member/C001063?format=json,True,2025-07-30T04:06:25.436464
C001051,"Carter, John R.",John R.,Carter,Republican,Texas,31,House of Representatives,Representative,https://api.congress.gov/v3/member/C001051?format=json,True,2025-07-30T04:06:25.436466
D000399,"Doggett, Lloyd",Lloyd,Doggett,Democratic,Texas,37,House of Representatives,Representative,https://api.congress.gov/v3/member/D000399?format=json,True,2025-07-30T04:06:25.436469
G000601,"Goldman, Craig A.",Craig A.,Goldman,Republican,Texas,12,House of Representatives,Representative,https://api.congress.gov/v3/member/G000601?format=json,True,2025-07-30T04:06:25.436472
B001325,"Biggs, Sheri",Sheri,Biggs,Republican,South Carolina,3,House of Representatives,Representative,https://api.congress.gov/v3/member/B001325?format=json,True,2025-07-30T04:06:25.436474
S001224,"Self, Keith",Keith,Self,Republican,Texas,3,House of Representatives,Representative,https://api.congress.gov/v3/member/S001224?format=json,True,2025-07-30T04:06:25.436477
O000175,"Ogles, Andrew",Andrew,Ogles,Republican,Tennessee,5,House of Representatives,Representative,https://api.congress.gov/v3/member/O000175?format=json,True,2025-07-30T04:06:25.436481
M001224,"Moran, Nathaniel",Nathaniel,Moran,Republican,Texas,1,House of Representatives,Representative,https://api.congress.gov/v3/member/M001224?format=json,True,2025-07-30T04:06:25.436484
L000603,"Luttrell, Morgan",Morgan,Luttrell,Republican,Texas,8,House of Representatives,Representative,https://api.congress.gov/v3/member/L000603?format=json,True,2025-07-30T04:06:25.436488
F000478,"Fry, Russell",Russell,Fry,Republican,South Carolina,7,House of Representatives,Representative,https://api.congress.gov/v3/member/F000478?format=json,True,2025-07-30T04:06:25.436490
D000594,"De La Cruz, Monica",Monica,De La Cruz,Republican,Texas,15,House of Representatives,Representative,https://api.congress.gov/v3/member/D000594?format=json,True,2025-07-30T04:06:25.436493
E000071,"Ellzey, Jake",Jake,Ellzey,Republican,Texas,6,House of Representatives,Representative,https://api.congress.gov/v3/member/E000071?format=json,True,2025-07-30T04:06:25.436496
P000048,"Pfluger, August",August,Pfluger,Republican,Texas,11,House of Representatives,Representative,https://api.congress.gov/v3/member/P000048?format=json,True,2025-07-30T04:06:25.436499
J000304,"Jackson, Ronny",Ronny,Jackson,Republican,Texas,13,House of Representatives,Representative,https://api.congress.gov/v3/member/J000304?format=json,True,2025-07-30T04:06:25.436501
H001086,"Harshbarger, Diana",Diana,Harshbarger,Republican,Tennessee,1,House of Representatives,Representative,https://api.congress.gov/v3/member/H001086?format=json,True,2025-07-30T04:06:25.436504
F000246,"Fallon, Pat",Pat,Fallon,Republican,Texas,4,House of Representatives,Representative,https://api.congress.gov/v3/member/F000246?format=json,True,2025-07-30T04:06:25.436507
E000299,"Escobar, Veronica",Veronica,Escobar,Democratic,Texas,16,House of Representatives,Representative,https://api.congress.gov/v3/member/E000299?format=json,True,2025-07-30T04:06:25.436509
F000468,"Fletcher, Lizzie",Lizzie,Fletcher,Democratic,Texas,7,House of Representatives,Representative,https://api.congress.gov/v3/member/F000468?format=json,True,2025-07-30T04:06:25.436512
G000589,"Gooden, Lance",Lance,Gooden,Republican,Texas,5,House of Representatives,Representative,https://api.congress.gov/v3/member/G000589?format=json,True,2025-07-30T04:06:25.436515
C001120,"Crenshaw, Dan",Dan,Crenshaw,Republican,Texas,2,House of Representatives,Representative,https://api.congress.gov/v3/member/C001120?format=json,True,2025-07-30T04:06:25.436519
R000612,"Rose, John W.",John W.,Rose,Republican,Tennessee,6,House of Representatives,Representative,https://api.congress.gov/v3/member/R000612?format=json,True,2025-07-30T04:06:25.436522
B001309,"Burchett, Tim",Tim,Burchett,Republican,Tennessee,2,House of Representatives,Representative,https://api.congress.gov/v3/member/B001309?format=json,True,2025-07-30T04:06:25.436525
J000301,"Johnson, Dusty",Dusty,Johnson,Republican,South Dakota,,House of Representatives,Representative,https://api.congress.gov/v3/member/J000301?format=json,True,2025-07-30T04:06:25.436527
T000480,"Timmons, William R.",William R.,Timmons,Republican,South Carolina,4,House of Representatives,Representative,https://api.congress.gov/v3/member/T000480?format=json,True,2025-07-30T04:06:25.436530
N000190,"Norman, Ralph",Ralph,Norman,Republican,South Carolina,5,House of Representatives,Representative,https://api.congress.gov/v3/member/N000190?format=json,True,2025-07-30T04:06:25.436532
A000375,"Arrington, Jodey C.",Jodey C.,Arrington,Republican,Texas,19,House of Representatives,Representative,https://api.congress.gov/v3/member/A000375?format=json,True,2025-07-30T04:06:25.436535
K000392,"Kustoff, David",David,Kustoff,Republican,Tennessee,8,House of Representatives,Representative,https://api.congress.gov/v3/member/K000392?format=json,True,2025-07-30T04:06:25.436538
C001091,"Castro, Joaquin",Joaquin,Castro,Democratic,Texas,20,House of Representatives,Representative,https://api.congress.gov/v3/member/C001091?format=json,True,2025-07-30T04:06:25.436541
W000814,"Weber, Randy K. Sr.",Randy K. Sr.,Weber,Republican,Texas,14,House of Representatives,Representative,https://api.congress.gov/v3/member/W000814?format=json,True,2025-07-30T04:06:25.436731
D000616,"DesJarlais, Scott",Scott,DesJarlais,Republican,Tennessee,4,House of Representatives,Representative,https://api.congress.gov/v3/member/D000616?format=json,True,2025-07-30T04:06:25.436734
F000459,"Fleischmann, Charles J. ""Chuck""","Charles J. ""Chuck""",Fleischmann,Republican,Tennessee,3,House of Representatives,Representative,https://api.congress.gov/v3/member/F000459?format=json,True,2025-07-30T04:06:25.436739
C001068,"Cohen, Steve",Steve,Cohen,Democratic,Tennessee,9,House of Representatives,Representative,https://api.congress.gov/v3/member/C001068?format=json,True,2025-07-30T04:06:25.436742
S000250,"Sessions, Pete",Pete,Sessions,Republican,Texas,17,House of Representatives,Representative,https://api.congress.gov/v3/member/S000250?format=json,True,2025-07-30T04:06:25.436745
M001157,"McCaul, Michael T.",Michael T.,McCaul,Republican,Texas,10,House of Representatives,Representative,https://api.congress.gov/v3/member/M001157?format=json,True,2025-07-30T04:06:25.436747
G000553,"Green, Al",Al,Green,Democratic,Texas,9,House of Representatives,Representative,https://api.congress.gov/v3/member/G000553?format=json,True,2025-07-30T04:06:25.436750
C000537,"Clyburn, James E.",James E.,Clyburn,Democratic,South Carolina,6,House of Representatives,Representative,https://api.congress.gov/v3/member/C000537?format=json,True,2025-07-30T04:06:25.436753
M001230,"Mackenzie, Ryan",Ryan,Mackenzie,Republican,Pennsylvania,7,House of Representatives,Representative,https://api.congress.gov/v3/member/M001230?format=json,True,2025-07-30T04:06:25.436755
H001103,"Hernández, Pablo Jose",Pablo Jose,Hernández,Democratic,Puerto Rico,,House of Representatives,Representative,https://api.congress.gov/v3/member/H001103?format=json,True,2025-07-30T04:06:25.436758
D000635,"Dexter, Maxine",Maxine,Dexter,Democratic,Oregon,3,House of Representatives,Representative,https://api.congress.gov/v3/member/D000635?format=json,True,2025-07-30T04:06:25.436761
B001327,"Bresnahan, Robert P.",Robert P.,Bresnahan,Republican,Pennsylvania,8,House of Representatives,Representative,https://api.congress.gov/v3/member/B001327?format=json,True,2025-07-30T04:06:25.436764
B001326,"Bynum, Janelle S.",Janelle S.,Bynum,Democratic,Oregon,5,House of Representatives,Representative,https://api.congress.gov/v3/member/B001326?format=json,True,2025-07-30T04:06:25.436767
A000380,"Amo, Gabe",Gabe,Amo,Democratic,Rhode Island,1,House of Representatives,Representative,https://api.congress.gov/v3/member/A000380?format=json,True,2025-07-30T04:06:25.436771
S001226,"Salinas, Andrea",Andrea,Salinas,Democratic,Oregon,6,House of Representatives,Representative,https://api.congress.gov/v3/member/S001226?format=json,True,2025-07-30T04:06:25.436774
M001223,"Magaziner, Seth",Seth,Magaziner,Democratic,Rhode Island,2,House of Representatives,Representative,https://api.congress.gov/v3/member/M001223?format=json,True,2025-07-30T04:06:25.436776
L000602,"Lee, Summer L.",Summer L.,Lee,Democratic,Pennsylvania,12,House of Representatives,Representative,https://api.congress.gov/v3/member/L000602?format=json,True,2025-07-30T04:06:25.436779
H001094,"Hoyle, Val T.",Val T.,Hoyle,Democratic,Oregon,4,House of Representatives,Representative,https://api.congress.gov/v3/member/H001094?format=json,True,2025-07-30T04:06:25.436782
D000530,"Deluzio, Christopher R.",Christopher R.,Deluzio,Democratic,Pennsylvania,17,House of Representatives,Representative,https://api.congress.gov/v3/member/D000530?format=json,True,2025-07-30T04:06:25.436785
B001317,"Brecheen, Josh",Josh,Brecheen,Republican,Oklahoma,2,House of Representatives,Representative,https://api.congress.gov/v3/member/B001317?format=json,True,2025-07-30T04:06:25.436787
M000194,"Mace, Nancy",Nancy,Mace,Republican,South Carolina,1,House of Representatives,Representative,https://api.congress.gov/v3/member/M000194?format=json,True,2025-07-30T04:06:25.436790
B000740,"Bice, Stephanie I.",Stephanie I.,Bice,Republican,Oklahoma,5,House of Representatives,Representative,https://api.congress.gov/v3/member/B000740?format=json,True,2025-07-30T04:06:25.436793
B000668,"Bentz, Cliff",Cliff,Bentz,Republican,Oregon,2,House of Representatives,Representative,https://api.congress.gov/v3/member/B000668?format=json,True,2025-07-30T04:06:25.436796
R000610,"Reschenthaler, Guy",Guy,Reschenthaler,Republican,Pennsylvania,14,House of Representatives,Representative,https://api.congress.gov/v3/member/R000610?format=json,True,2025-07-30T04:06:25.436798
J000302,"Joyce, John",John,Joyce,Republican,Pennsylvania,13,House of Representatives,Representative,https://api.congress.gov/v3/member/J000302?format=json,True,2025-07-30T04:06:25.436801
M001204,"Meuser, Daniel",Daniel,Meuser,Republican,Pennsylvania,9,House of Representatives,Representative,https://api.congress.gov/v3/member/M001204?format=json,True,2025-07-30T04:06:25.436804
D000631,"Dean, Madeleine",Madeleine,Dean,Democratic,Pennsylvania,4,House of Representatives,Representative,https://api.congress.gov/v3/member/D000631?format=json,True,2025-07-30T04:06:25.436806
H001082,"Hern, Kevin",Kevin,Hern,Republican,Oklahoma,1,House of Representatives,Representative,https://api.congress.gov/v3/member/H001082?format=json,True,2025-07-30T04:06:25.436809
S001205,"Scanlon, Mary Gay",Mary Gay,Scanlon,Democratic,Pennsylvania,5,House of Representatives,Representative,https://api.congress.gov/v3/member/S001205?format=json,True,2025-07-30T04:06:25.436811
S001199,"Smucker, Lloyd",Lloyd,Smucker,Republican,Pennsylvania,11,House of Representatives,Representative,https://api.congress.gov/v3/member/S001199?format=json,True,2025-07-30T04:06:25.436814
F000466,"Fitzpatrick, Brian K.",Brian K.,Fitzpatrick,Republican,Pennsylvania,1,House of Representatives,Representative,https://api.congress.gov/v3/member/F000466?format=json,True,2025-07-30T04:06:25.436817
E000296,"Evans, Dwight",Dwight,Evans,Democratic,Pennsylvania,3,House of Representatives,Representative,https://api.congress.gov/v3/member/E000296?format=json,True,2025-07-30T04:06:25.436819
B001296,"Boyle, Brendan F.",Brendan F.,Boyle,Democratic,Pennsylvania,2,House of Representatives,Representative,https://api.congress.gov/v3/member/B001296?format=json,True,2025-07-30T04:06:25.436822
P000605,"Perry, Scott",Scott,Perry,Republican,Pennsylvania,10,House of Representatives,Representative,https://api.congress.gov/v3/member/P000605?format=json,True,2025-07-30T04:06:25.436828
B001278,"Bonamici, Suzanne",Suzanne,Bonamici,Democratic,Oregon,1,House of Representatives,Representative,https://api.congress.gov/v3/member/B001278?format=json,True,2025-07-30T04:06:25.436831
K000376,"Kelly, Mike",Mike,Kelly,Republican,Pennsylvania,16,House of Representatives,Representative,https://api.congress.gov/v3/member/K000376?format=json,True,2025-07-30T04:06:25.436835
T000467,"Thompson, Glenn",Glenn,Thompson,Republican,Pennsylvania,15,House of Representatives,Representative,https://api.congress.gov/v3/member/T000467?format=json,True,2025-07-30T04:06:25.436838
L000491,"Lucas, Frank D.",Frank D.,Lucas,Republican,Oklahoma,3,House of Representatives,Representative,https://api.congress.gov/v3/member/L000491?format=json,True,2025-07-30T04:06:25.436841
C001053,"Cole, Tom",Tom,Cole,Republican,Oklahoma,4,House of Representatives,Representative,https://api.congress.gov/v3/member/C001053?format=json,True,2025-07-30T04:06:25.436843
W000795,"Wilson, Joe",Joe,Wilson,Republican,South Carolina,2,House of Representatives,Representative,https://api.congress.gov/v3/member/W000795?format=json,True,2025-07-30T04:06:25.436846
T000490,"Taylor, David J.",David J.,Taylor,Republican,Ohio,2,House of Representatives,Representative,https://api.congress.gov/v3/member/T000490?format=json,True,2025-07-30T04:06:25.436849
R000622,"Riley, Josh",Josh,Riley,Democratic,New York,19,House of Representatives,Representative,https://api.congress.gov/v3/member/R000622?format=json,True,2025-07-30T04:06:25.436852
M001231,"Mannion, John W.",John W.,Mannion,Democratic,New York,22,House of Representatives,Representative,https://api.congress.gov/v3/member/M001231?format=json,True,2025-07-30T04:06:25.436854
L000606,"Latimer, George",George,Latimer,Democratic,New York,16,House of Representatives,Representative,https://api.congress.gov/v3/member/L000606?format=json,True,2025-07-30T04:06:25.436857
R000619,"Rulli, Michael A.",Michael A.,Rulli,Republican,Ohio,6,House of Representatives,Representative,https://api.congress.gov/v3/member/R000619?format=json,True,2025-07-30T04:06:25.436860
K000402,"Kennedy, Timothy M.",Timothy M.,Kennedy,Democratic,New York,26,House of Representatives,Representative,https://api.congress.gov/v3/member/K000402?format=json,True,2025-07-30T04:06:25.436862
S001223,"Sykes, Emilia Strong",Emilia Strong,Sykes,Democratic,Ohio,13,House of Representatives,Representative,https://api.congress.gov/v3/member/S001223?format=json,True,2025-07-30T04:06:25.436865
